description,title,section,site,issue_num,link
In these slides we will learn the basics of Unit Testing and its importance and on how to write new tests and improve existing ones by reviewing some Android Github projects.,Elegant Unit Testing - Droidcon Spain 2015,Articles & Tutorials,speakerdeck.com,151,https://speakerdeck.com/guardiola31337/elegant-unit-testing-droidcon-spain-2015
In this article the guys at Spire tell you everything you ever wanted to know about Android Notifications. They cover the topics from GCM to Auto-Synced Notifications.,Adventures in Android: User Notifications,Articles & Tutorials,medium.com,151,https://medium.com/@Bicx/adventures-in-android-user-notifications-e6568871d9be
"Like button is one of the most important strategy to increase traffic to your website. No surprise why Facebook introduced a Native Like Button, LikeView, allowed developer to add Like button natively to their Android/iOS apps.",How to add a Native Facebook Like Button,Articles & Tutorials,inthecheesefactory.com,151,http://inthecheesefactory.com/blog/how-to-add-facebook-like-button-in-android-app/en
"Now all the statistics on your apps and games (installs, ratings, GCM usage, etc.) are accessible & exportable via Google Cloud Storage.",Integrate Play data into your workflow with data exports,Articles & Tutorials,android-developers.blogspot.com,151,http://android-developers.blogspot.com/2015/04/integrate-play-data-into-your-workflow.html
A quick tutorial on migrating from Dagger 1 to 2,Dagger 1 to 2 migration process,Articles & Tutorials,frogermcs.github.io,151,http://frogermcs.github.io/dagger-1-to-2-migration/
"This article explores the challenges of making wearable apps, by building an Android wear watch face with real-time weather data. Part 3 takes a look at the wearable APIs.",Build an Android Wear Watch Face - Part 3,Articles & Tutorials,swarmnyc.com,151,http://swarmnyc.com/whiteboard/building-android-wear-watch-face-with-live-weather-data-3/
"Unit testing Android apps is hard, and sometimes it can be impossible because of the way we are encouraged to structure them. In this post, Matt Dupree outlines an alternative approach to structuring Android applications that will make it easier to unit test them.",How to Make Our Android Apps Unit Testable (Pt. 1),Articles & Tutorials,philosophicalhacker.com,151,http://philosophicalhacker.com/2015/05/01/how-to-make-our-android-apps-unit-testable-pt-1/
 A lot of perf tricks used on Android are really workarounds for issues in Dalvik. ART (the runtime in Android 5+) has very different perf characteristics. The trick that's most likely to be affected is object pooling. Here's why.,Perf tricks on Android,Articles & Tutorials,plus.google.com,151,https://plus.google.com/109486821799932251955/posts/WNmqMFQqXeS
Jose Arinas describes a Java reflection workaround for Bluetooth connectivity issues.,Java Reflection Workarounds,Articles & Tutorials,medium.com,151,https://medium.com/devs-foodit/java-reflection-workarounds-ac2786cbc95b
"In part 5 of the series on Mark Allison's Dirty Phrasebook app, he turns attention to the MainActivity which hooks up the translation engine, layouts, and InputView that he's covered in the previous articles.",Dirty Phrasebook – Part 5,Articles & Tutorials,blog.stylingandroid.com,151,https://blog.stylingandroid.com/dirty-phrasebook-part-5/
"Save time, code natively and integrate tools into your preferred IDE. The Intel® Integrated Native Developer Experience (Intel® INDE) is a cross-architecture productivity suite that provides tools, support and IDE integration for the creation of high-performance apps on Intel® Architecture.",Develop Native Apps Faster with Intel® INDE,Sponsored,software.intel.com,151,https://software.intel.com/en-us/intel-inde?utm_source=Android+Weekly&utm_medium=Banner+Ad&utm_campaign=Android+ASMO+Q2-15+Android+Weekly&utm_content=General+Developers
Hired gives top Android developers more power in their job search. You'll create a profile & over 1 week tech companies will apply to you! You'll get salary/equity offers upfront & you're under no obligation to accept any offer. Interested? Join Hired today!,Get 5+ Job Offers in One Week!,Sponsored,hired.com,151,http://hired.com/?utm_source=newsletters&utm_medium=androidweekly&utm_campaign=n-q2_15-androidweeklyspons
