description,title,section,site,issue_num,link
This post shows how easy it is to create a simple shadow for your views using custom shapes.,Shadow effect with custom shapes,Articles & Tutorials,slothdevelopers.wordpress.com,103,http://slothdevelopers.wordpress.com/2014/05/22/shadow-effect-with-custom-shapes/
Here the first in a series of articles for getting set up to build AOSP on a Mac.,AOSP Part 1: Get the code using the Manifest and Repo tool,Articles & Tutorials,udinic.wordpress.com,103,http://udinic.wordpress.com/2014/05/24/aosp-part-1-get-the-code-using-the-manifest-and-repo/
"If you want to simulate slow and spotty network connections on a device, one way to do it is by configuring OpenWRT on a router.",Simulate a slow network connection when testing on mobile devices,Articles & Tutorials,kevin-read.com,103,http://kevin-read.com/post/86601925386/simulating-a-slow-network-connection-when-testing-on
"Blurring images is an effect a lot of developers need to achieve, and it may require some time and efforts to be implemented. Also, since a lot of image manipulation is required, if it's not appropriately coded it can be really a pain in terms of CPU and memory usage.",ProTip: Blur Images Efficiently using Renderscript,Articles & Tutorials,plus.google.com,103,https://plus.google.com/+MarioViviani/posts/fhuzYkji9zz
Taylor Ling takes a look at the right time to use the Navigation Drawer in your app.,Navigation Drawer Done Right,Articles & Tutorials,androiduiux.com,103,http://androiduiux.com/2014/05/20/navigation-drawer-done-right/
"In this series Mark Allison takes a look at various techniques that we can employ to make our app feel much nicer, and provide a richer and, hopefully, more engaging experience for the user.",App UI / UX – Part 1,Articles & Tutorials,blog.stylingandroid.com,103,http://blog.stylingandroid.com/archives/2571
"Cyril Mottier published a ""behind the scene"" blog post to described how and why he used transition animations to enhance the search experience in the Capitaine Train Android app.",Custom Animations with Fragments,Articles & Tutorials,cyrilmottier.com,103,http://cyrilmottier.com/2014/05/20/custom-animations-with-fragments/
This slide deck gives a nice overview of where to find Android resources that can help speed up development of your app.,Lazy Android Developers - Be Productive,Articles & Tutorials,speakerdeck.com,103,https://speakerdeck.com/pareshmayani/lazy-android-developers-be-productive
"A versed engineer with good taste and incredible product sense, ready to build great features with minimal direction.",Android Engineer @ Tumblr,Jobs,New York,103,http://www.jobscore.com/jobs2/tumblr/android-engineer/aVgT38MQ0r4RdviGakNqq7?ref=rss&sid=68
Weebly runs over 2% of all websites on the Internet. Help lead the development of an Android application that our users are eager for. Work in a creative environment where you'll be able to work on a variety of projects & platforms with awesome peers. Email deva@weebly.com.,Weebly is hiring Android Engineers! ,Jobs,"San Francisco, CA",103,http://www.weebly.com/jobs/
Phunware is the 4th fastest growing software company in the U.S. per the latest Inc. 500 and we are very proud to have been named to the Forbes’ 2014 list of America’s Most Promising Companies. Create experiences for top customer brands in all categories from Sports to Entertainment.,Android Developer @ Phunware,Jobs,"Austin, TX - Newport Beach, CA - San Diego, CA",103,http://www.phunware.com/company/careers/current-openings/
"Do more than code. Raizlabs is seeking an experienced senior Android mobile developer to engineer beautiful apps and influence product direction for startups and big brands, alike.You’ll be working with enthusiastic and supportive peers in a trust-based work environment. Check out www.raizlabs.com",Android Mobile Developer - build Apps you'll love!,Jobs,"Boston, MA",103,http://raizlabs.theresumator.com/apply/Jiftf7/Senior-Android-Mobile-Developer-Boston.html
"Mizuu is a user friendly media center application for Android tablets and smartphones. The application helps manage all your movie and TV show video files - and automatically fetches useful information about the video content, including title, plot, cover art and actors.",Mizuu,Libraries & Code,github.com,103,https://github.com/MizzleDK/Mizuu
"Swipeable-cards is a native library for Android that provide a Tinder card like effect. A card can be constructed using an image and displayed with animation effects, dismiss-to-like and dismiss-to-unlike, and use different sorting mechanisms.",Swipeable-Cards,Libraries & Code,github.com,103,https://github.com/kikoso/Swipeable-Cards
"Live templates are predefined code fragments, which allow us to code faster and finally to become more productive. ",Sending Android Logs with Live Templates in IntelliJ IDEA,Tools,www.pawegio.com,103,http://www.pawegio.com/2014/05/20/sending-android-logs-with-live-templates-in-intellij-idea-and-android-studio/
Gabriele Mariotti has a new plugin to simplify integration with Travis CI.,Integrating an Github repo with Travis Ci,Tools,gmariotti.blogspot.com,103,http://gmariotti.blogspot.com/2014/05/integrating-android-github-repo-with.html
"This is a faster fork of ProGuard, based off of ProGuard 4.11. Our tests show this fork to be 2.5x faster than upstream ProGuard and produces bit-for-bit identical output.",Proguard,Tools,github.com,103,https://github.com/facebook/proguard
"ContentProviders can be a hassle to maintain. For every Uri you create you have to add it to 5 different methods, as well as add it to your UriMatcher. To alleviate this, Schematic generates the ContentProvider for you. All you have to do is define the Uri's and annotate them.",Announcing Schematic,Tools,plus.google.com,103,https://plus.google.com/+SimonVigTherkildsen/posts/4HyYYD8qCwC
"Messaging is a powerful addition to your Android app, but implementation can be tricky. Juan Gomez gives an overview on how to do so using the protocols available on the Android platform.",Effective Android Messaging,Videos,www.youtube.com,103,https://www.youtube.com/watch?v=GXvxxAb7RMY&feature=youtu.be
Another release of Google Play services is out - version 4.4.This release includes a blockbuster announcement: Street View for Google Maps Android API. There's also a whole lot more!,DevBytes: Google Play Services 4.4,Videos,www.youtube.com,103,https://www.youtube.com/watch?v=J2lYuNMeOfQ&feature=youtu.be
The App Dialer provides a revolutionary way to app search! Only a few clicks on a simple T9 keyboard are required to launch any app. This saves time when you need to find and launch apps quickly.,App Dialer,App of the Week,play.google.com,103,https://play.google.com/store/apps/details?id=name.pilgr.appdialer&hl=en
"In the past weeks we had some problems with the GMail spam filter. It would be very helpful if you could take a look at your email spam folders and mark our issues as ""not spam"". You can also keep our issues from landing in the spam folder by adding our email address to your address book. Thank you very much for your support!",Spam Filter - Please Help Us,Specials,androidweekly.net,103,http://androidweekly.net
