description,title,section,site,issue_num,link
Linton Ye shares what he's learned about transitions in Lollipop.,My Journey to Lollipop Transitions: part 1,Articles & Tutorials,jimulabs.com,133,http://jimulabs.com/2014/12/journey-lollipop-transitions-part-1/
The author starts showing a first step in a continuous deliver pipeline: the build server.,Continuous Delivery for Android (part 2),Articles & Tutorials,stablekernel.com,133,http://stablekernel.com/blog/continuous-delivery-android-part-2/
The authoer sets out to bring choice modes and contextual action modes to the RecyclerView,RecyclerView Part 2: Choice Modes,Articles & Tutorials,www.bignerdranch.com,133,http://www.bignerdranch.com/blog/recyclerview-part-2-choice-modes/
Dan Lew shares a quick fix for a common issue you may run into on Lollipop devices.,An animated drawable issue in Lollipop,Articles & Tutorials,blog.danlew.net,133,http://blog.danlew.net/2014/12/15/animated-drawables-lollipop/
A content transition determines how the non-shared views—called transitioning views—enter or exit the scene during an Activity or Fragment transition. This article takes a closer look at how that happens.,Content Transitions In-Depth (part 2),Articles & Tutorials,www.androiddesignpatterns.com,133,http://www.androiddesignpatterns.com/2014/12/activity-fragment-content-transitions-in-depth-part2.html
Here's a presentation that takes a closer look at the contents of the Android Open Source Project.,Deep Dive into the AOSP,Articles & Tutorials,www.slideshare.net,133,http://www.slideshare.net/kpbird/deep-dive-into-the-aosp
In this concluding article in this series Mark Allison turns his attention to Activity transitions which are an important part of material design as they provide a smooth visual transition between different parts of the app,Material – Part 8,Articles & Tutorials,blog.stylingandroid.com,133,https://blog.stylingandroid.com/material-part-8/
Here's a nice design tool that lets you choose two colors and view them as a material design preview,Material Design Color Palette Generator,Design,www.materialpalette.com,133,http://www.materialpalette.com/
"The designers at five made four different types of material animations, and determined some rules for each material. In the tradition of Android, they named the materials by candy names – Bubble Gum, Marshmallow, Jawbreaker and Jelly – each one had a distinct behavior that reflected the name",The shape of materials to come,Design,five.agency,133,http://five.agency/the-shape-of-materials-to-come/
Material Design for Android Developers by Mike Wolfson,Material Design for Android Developers,Design,prezi.com,133,https://prezi.com/u8nl7_wdtt8-/material-design-for-android-developers/
"Are you an experienced Android Developer? Have you considered sharing your knowledge through teaching online video courses? Work from home in your own time, give back to the community, and get paid a competitive rate to share your knowledge and experience with the millions of students using Tuts+.",Android & Java Course Instructor for Tuts+,Jobs,Remote,133,https://jobs.tutsplus.com/jobs/729-tuts-android-java-course-instructor?utm_source=androidweekly&utm_medium=email&utm_campaign=codeinbound
"Join Ireland's largest classified websites mobile team, maintaining and improving our android app and mentoring team members, while using the best technologies to develop the fastest growing lifestyle app.",Senior Android Developer,Jobs,"Wexford, Ireland",133,http://jobs.donedeal.ie/view/it-and-programming-jobs/senior-android-developer/16825
"We've created a cross-platform mobile framework, YAPL, that uses native controls. The Android implementation isn't quite up to our standards and we'd love your expertise to help it get there! With over 2M users, we're looking for an Android developer to help us scale!",Android @ Expensify,Jobs,"San Francisco, CA",133,http://we.are.expensify.com/why-work-here/
Streak (YCombinator 2011) is a Gmail extension dedicated to better email. 200k+ downloads and a 4.5+ rating means we need Android! You'll have 10s of thousands of users from day 1. We're still small so you'll build both the App and your team. Do it your way with no legacy code. Ownership + equity!,Lead Android Dev for Streak,Jobs,"San Francisco, CA",133,http://www.streak.com/careers
"This project is a code generator written in Java used to generate Android code. Given a JSON definition file, it will generate the corresponding Parcelable class.",ParcelableCodeGenerator,Libraries & Code,github.com,133,https://github.com/foxykeep/ParcelableCodeGenerator
"Given a database schema JSON definition file, it will generate all the code you need to add the corresponding ContentProvider in your project.",ContentProviderCodeGenerator,Libraries & Code,github.com,133,https://github.com/foxykeep/ContentProviderCodeGenerator
Parser is the fastest JSON-to-Model object parser that uses annotation processing to generate the parsing for you. It only uses reflection one time and parsing is as fast as writing the code yourself.,Parser,Libraries & Code,github.com,133,https://github.com/Raizlabs/Parser
This project demonstrate how to setup an Android Project with Kotlin and Dagger 2.,kotlin-dagger-example,Libraries & Code,github.com,133,https://github.com/damianpetla/kotlin-dagger-example
Robojava is a Gradle plugin that allows simple integration of Robolectric into Android Studio.,gradle-robojava-plugin,Tools,github.com,133,https://github.com/kageiit/gradle-robojava-plugin
"Cloud Tools for Android Studio puts the power of Google App Engine in the same IDE alongside of your mobile client, giving you all the same Java language tools for both sides of your app, as well as making it far easier for you to keep them in sync as each of them changes.",Google Cloud Tools for Android Studio,Tools,android-developers.blogspot.com,133,http://android-developers.blogspot.com/2014/12/build-mobile-app-services-with-google.html
"Android Studio/IntelliJ plugin to translate all your strings in your string resources (e.g. strings.xml) to your target languages automatically. Helps developers localize their Android app easily, with just one click.",Android Localizationer,Tools,plugins.jetbrains.com,133,https://plugins.jetbrains.com/plugin/7629?pr
"The Novoda team explains how they build clickable, native prototypes using paper wireframing to test their designs, get feedback faster, rapidly iterate, and save time.",Use paper wireframing to build native prototypes,Videos,www.youtube.com,133,https://www.youtube.com/watch?v=07xPF7L6klY
"Tenghui Zhu presents the VectorDrawable and AnimatedVectorDrawable APIs in Android L, which can provide an easy and compact way to represent the drawables",DevBytes: Android Vector Graphics,Videos,www.youtube.com,133,https://www.youtube.com/watch?v=wlFVIIstKmA
