description,title,section,site,issue_num,link
Joe Birch takes a deep dive into some great new additions to the notifications API and how we can implement them into our Android applications.,Android N: Introducing upgraded Notifications,Articles & Tutorials,medium.com,199,https://medium.com/@hitherejoe/android-n-introducing-upgraded-notifications-d4dd98a7ca92#.xc4dkidsk
This article demonstrates a great way to create an abstraction over your local SQLite data storage.,Repository Design Pattern,Articles & Tutorials,medium.com,199,https://medium.com/@krzychukosobudzki/repository-design-pattern-bc490b256006#.m3r5x887g
Ian Lake shares 5 tips that will help prepare your app for multi-window with the release of Android N.,5 tips for preparing for Multi-window in Android N,Articles & Tutorials,medium.com,199,https://medium.com/google-developers/5-tips-for-preparing-for-multi-window-in-android-n-7bed803dda64#.5992zk52c
This week’s protip is about how to use a little known feature of JetBrains’ IDEs to minimize the back and forth between tasks and associated branches. In the IDE you can use the Tasks & Contexts menu to define tasks and switch between them.,Use tasks to bring the stories to you,Articles & Tutorials,medium.com,199,https://medium.com/sebs-top-tips/use-tasks-to-bring-the-stories-to-you-android-studio-protip-5-7458380439d0#.ebxfnivrg
"Pawel Urban introduces RxAn­droid­Ble, the painkiller for An­droid's Blue­tooth Low En­ergy headaches. It is backed with Rx­Java, it ba­si­cally im­ple­ments com­pli­cated APIs as handy re­ac­tive ob­serv­ables.",RxAndroidBLE - most powerful tool for Bluetooth Low Energy coding,Articles & Tutorials,www.polidea.com,199,https://www.polidea.com/blog/RxAndroidBLE_the_most_Simple_way_to_code_Bluetooth_Low_Energy_devices/
"In case if your screens consist of big amount of layouts, drawables, dimensions — it make sense to create separate resource folder for every screen.",Android Project Structure - an alternative way,Articles & Tutorials,medium.com,199,https://medium.com/google-developer-experts/android-project-structure-alternative-way-29ce766682f0#.3zbqvb9ti
"Value types in Java are hard. Well, not hard, but tedious. Google’s AutoValue library makes them much easier and has just received the long awaited update that adds the flexibility of extensions.",An Introduction to AutoValue,Articles & Tutorials,ryanharter.com,199,http://ryanharter.com/blog/2016/03/22/autovalue/
Many developers are quite optimistic about Kotlin future for Android.But not everyone is ready to take a risk and start writing production code using new programming language. But what if we’ll use Kotlin only for tests?,Using Kotlin For Tests in Android,Articles & Tutorials,medium.com,199,https://medium.com/@sergii/using-kotlin-for-tests-in-android-6d4a0c818776#.s6a3df1i0
"In the next few releases (1.0.X) JetBrains will continue improving their toolchain and libraries. Their current efforts are focused on three main areas: speeding up the development workflow, reducing the size of the runtime library and providing more complete tooling support.",Kotlin’s Android Roadmap,Articles & Tutorials,blog.jetbrains.com,199,http://blog.jetbrains.com/kotlin/2016/03/kotlins-android-roadmap/
Mark Allison starts a new series about creating the watch face he released for April 1st. He will examine the 3 parts: the app which runs on the Wear device; the companion app which runs on the phone; and a common library which will contain some shared code & resources.,Something O’Clock – Part 1,Articles & Tutorials,blog.stylingandroid.com,199,https://blog.stylingandroid.com/something-oclock-part-1/
