description,title,section,site,issue_num,link
"These slides tour one of the most understated resources in the Android developer arsenal: the support tools.",Tools of the Trade ,Articles & Tutorials,speakerdeck.com,168,https://speakerdeck.com/rock3r/tools-of-the-trade-droidcon-nyc-2015
"Udi Cohen reviews case studies using Systrace, Traceview, Hierarchy Viewer, Allocation Tracker, Eclipse MAT and others, demonstrating variety of problems that many apps suffer from, and how to solve them.",Speed up your app ,Articles & Tutorials,speakerdeck.com,168,https://speakerdeck.com/udinic/speed-up-your-app-droidcon-nyc-2015
"A high-level introduction to Android's Camera 2 API examining the underlying camera subsystem and hardware extraction layer changes that founded a complete re-work of the camera API. (Droidcon NYC, 2015)",Android Camera 2 API ,Articles & Tutorials,speakerdeck.com,168,https://speakerdeck.com/randomlytyping/android-camera-2-api
"Slides for ""What's New in Android UI Engineering"" presentation by Nick Butcher, Roman Nurik and Chris Banes at Droidcon NYC 2015.",What's New in Android UI Engineering,Articles & Tutorials,t.co,168,http://t.co/0eAFQxtlI7
The Preferences Support v7 Library makes it possible to use any Activity class with PreferenceFragmentCompat and add preferences using the same preference XML.,Preference Fragments for API 7+,Articles & Tutorials,plus.google.com,168,https://plus.google.com/+AndroidDevelopers/posts/9kZ3SsXdT2T
"In addition to fixing some long-standing annoyances, there are a handful of new features which make Retrofit 2 more powerful than ever. (Droidcon NYC, 2015)",Simple HTTP with Retrofit 2,Articles & Tutorials,speakerdeck.com,168,https://speakerdeck.com/jakewharton/simple-http-with-retrofit-2-droidcon-nyc-2015
"Dave SMith's walkthrough of a (hopefully) sane method of creating a custom LayoutManager for Android's RecyclerView. (Droidcon NYC, 2015)",Mastering RecyclerView Layouts,Articles & Tutorials,speakerdeck.com,168,https://speakerdeck.com/devunwired/mastering-recyclerview-layouts
"Great Android apps only include what's needed to achieve the goals of the product, not enhance the resume of the developer. Learn four tips to delivering high quality Android applications. (Droidcon NYC, 2015)",Develop Maintainable Apps,Articles & Tutorials,www.slideshare.net,168,http://www.slideshare.net/AnnyceDavis/develop-maintainable-apps-droidcon-2015
"Now that Data Binding is graduating from Release Candidate status, it's a better time than ever to start using it in your projects. (Droidcon NYC, 2015)",Data Binding Techniques,Articles & Tutorials,speakerdeck.com,168,https://speakerdeck.com/jacobtabak/data-binding-techniques-at-droidcon-nyc-2015
"A simple guide for MVC, MVP and MVVM on Android projects",Android Architecture,Articles & Tutorials,medium.com,168,https://medium.com/android-news/android-architecture-2f12e1c7d4db
"Stetho is an open source debugging platform, developed by Facebook, that offers a rich and highly interactive debugging experience to Android developers. ",Debugging Android Apps with Facebook's Stetho,Articles & Tutorials,code.tutsplus.com,168,http://code.tutsplus.com/tutorials/debugging-android-apps-with-facebooks-stetho--cms-24205
"Android 6.0 Marshmallow introduces one of the largest changes to the permissions model with the addition of runtime permissions, a new permission model that replaces the existing install time permissions model when you target API 23 and the app is running on an Android 6.0+ device.",Building better apps with Runtime Permissions,Articles & Tutorials,android-developers.blogspot.com,168,http://android-developers.blogspot.com/2015/08/building-better-apps-with-runtime.html?linkId=16595022
Liam Spradlin's slides and notes from his presentation at Droidcon NYC - Your Brand in a Material World.,Your Brand in a Material World,Articles & Tutorials,www.liamspradlin.com,168,http://www.liamspradlin.com/your-brand-in-a-material-world-droidcon-nyc-2015-talk/
"Google released the Desktop Head Unit (DHU), a new testing tool for Android Auto developers. The DHU enables your workstation to act as an Android Auto head unit that emulates the in-car experience for testing purposes.",Announcing the Android Auto Desktop Head Unit,Articles & Tutorials,android-developers.blogspot.com,168,http://android-developers.blogspot.com/2015/08/announcing-android-auto-desktop-head.html
"In this short series, Mark Allison will look at a new support library named Percent which provides an alternative to using weights in LinearLayout to divide space within your layouts. ",Percent – Part 1,Articles & Tutorials,blog.stylingandroid.com,168,https://blog.stylingandroid.com/percent-part-1/
Dan Lew's Droidcon NYC 2015 presentation on using styles and themes without going crazy.,Using styles and themes without going crazy,Articles & Tutorials,speakerdeck.com,168,https://speakerdeck.com/dlew/using-styles-and-themes-without-going-crazy-1
"In Java it’s common to work with listeners. And if you work with RxJava, you will prefer to use an Observable instead of listeners. But what if you have to deal with a library and you cannot change the source code?",RxJava: convert a listener into an Observable,Articles & Tutorials,www.andreamaglie.com,168,http://www.andreamaglie.com/rxjava-listener-to-observable/
"Jorge Castillo released a new library with an interesting filling effect for a custom silhouette created by a given SVG Path, and it is totally open to be extended by the Android community.",Play with SVG Paths in Canvas with AndroidFillableLoaders,Articles & Tutorials,jorgecastillo.xyz,168,http://jorgecastillo.xyz/2015/08/16/android-fillable-loaders/?utm_source=androiddevdigest
Native Android controls to speed up your development: 10+ Chart series; ListView which handles multiple gestures and provides additional layouts; Deck of Cards layout; DataForm for fast creation of mobile forms; Calendar and SideDrawer controls. Download a free trial!,UI for Android: Filling Gaps in the UI Framework ,Sponsored,www.telerik.com,168,http://www.telerik.com/android-ui?utm_medium=email-external&utm_source=androidweekly&utm_campaign=dt-android-generic-august30
"Answers lets you understand exactly how users are behaving within your app and what's actually important within your data -- all in real time. Trusted by Spotify, Buzzfeed and other top apps on Google Play, Answers processes over 5 billion events per day. Get started with Answers today -- it's free!",Mobile Analytics You Don't Need to Analyze,Sponsored,answers.io,168,https://answers.io?utm_source=sponsor&utm_medium=androidweekly&utm_campaign=androidweekly_8.30.2015&utm_content=sponsor_link
"Intel® Software is sponsoring free app testing on Intel-based Android devices. Automatically test your app remotely on real devices using Espresso, uiautomator, robotium, JUnit or built-in test scripts. Start here.",Get Free Minutes on Remote Testing Services,Sponsored,software.intel.com,168,https://software.intel.com/en-us/android/app-testing?cid=&utm_content=General_Developers&utm_medium=Newsletter%20Placement&utm_source=Android%20Weekly&utm_campaign=Android%20ASMO%20Q3%2015%20Digital%20Marketing%20Campaign
"In this free course, you'll learn how to apply the material design principles that define Android's visual language to your apps. Launching on Monday, August 31st.",Android Design for Developers,Design,www.udacity.com,168,https://www.udacity.com/course/android-design-for-developers--ud862
"Contentful makes content management developer-friendly with an API-driven approach. You’ll take charge of the development of our open source Android SDKs, example applications and you’ll evangelize Contentful in the Android community by going and speaking at conferences and user groups.",Android Evangelist / Developer,Jobs,"Berlin, Germany",168,http://contentful.workable.com/jobs/93482
We're looking for engineers to help make the software that powers the user experience. We work on various Android apps on various form factors & release updates on the Google Play Store/Amazon App store every few weeks. It's an exciting time to be part of DramaFever!,Android Developer,Jobs,Philadelphia or NYC,168,http://www.jsco.re/3c4l
We are looking for a self-driven and highly motivated app developer with an interest for music. You need to have a product mentality and write your code so that it is a pleasure to come back to after several years. You need to have an eye for details in design and make the App users love your work. ,Android Developer @ Tidal,Jobs,Oslo,168,http://www.finn.no/finn/job/fulltime/object?finnkode=63116384
"Sr. Android Engineers @APN #Oakland & #New York",Senior Android Engineer @ ask.com,Jobs,"Oakland, CA or New York, NY",168,https://www.smartrecruiters.com/IAC/84648354-senior-android-engineer
We're providing the engine for thousands of apps like Dropbox and are used in the Cockpits of Lufthansa or the London Underground. PSPDFKit will be be one of the most interesting and complex projects you've worked on so far. We have a talented team and are looking to grow.,Senior Android Engineer - Help us build an SDK!,Jobs,Remote,168,https://pspdfkit.com/jobs/#section_android
"A library for Android that makes it super easy for developers to incorporate material design and bootstrap buttons with icons into their apps, or simple icon themed TextViews.",Awesome-Material,Libraries & Code,github.com,168,https://github.com/android-awesome/Awesome-Material
"A simple, annotation-based Android library for generating onActivityForResult handlers.",Aftermath,Libraries & Code,github.com,168,https://github.com/MichaelEvans/Aftermath
Annotation-triggered tracking along with Google Analytics for Android,GAlette,Libraries & Code,github.com,168,https://github.com/uPhyca/GAlette
An experimental Hacker News reader built as an MVVM structured project using the official Data Binding library.,MVVM_Hacker_News,Libraries & Code,github.com,168,https://github.com/hitherejoe/MVVM_Hacker_News
This library extends AssertJ core with the aim of providing elegant assertions to test RxJava Observables.,Assertj-rx,Libraries & Code,github.com,168,https://github.com/ribot/assertj-rx
A simple ViewPager extends that provide scroll based animation like Jazz Hands for iOS,SCViewPager,Libraries & Code,github.com,168,https://github.com/sacot41/SCViewPager
Android Open Source library providing an interesting fillable progress view working with SVG paths.,AndroidFillableLoaders,Libraries & Code,github.com,168,https://github.com/JorgeCastilloPrz/AndroidFillableLoaders
