description,title,section,site,issue_num,link
"The newly expanded material design‬ motion guidelines can help you produce motion that feels natural, while delivering a clear and cohesive experience for your users.",Material motion,Articles & Tutorials,www.google.com,205,https://www.google.com/design/spec/motion/material-motion.html
JRebel is like Instant Run - but on steroids. In this blog post by Oleg Šelajev you'll learn how to get started with JRebel for Android.,Getting started with JRebel for Android,Articles & Tutorials,medium.com,205,https://medium.com/@shelajev/getting-started-with-jrebel-for-android-426633cde736#.f30t3p1pf
Naming things can be a hard job - in this blog post you'll lean some nice rules to achieve neckbeard level.,Better Class Naming,Articles & Tutorials,www.novoda.com,205,https://www.novoda.com/blog/better-class-naming/
Alexandru Simonescu takes a look at the tools namespaces and it's uses in your layouts.,Mastering tools namespace on Android,Articles & Tutorials,blog.alexsimo.com,205,http://blog.alexsimo.com/mastering-tools-namespace-android/
Hannes Dorfmann takes on a journey of building common resusable components between apps.,From prefab house to Lego house,Articles & Tutorials,hannesdorfmann.com,205,http://hannesdorfmann.com/android/from-prefabricated-house-to-lego-house
"RenderThread is a new component that was introduced in Android Lollipop. In order to understand what it really does, there’s a few concepts that need to be introduced in this article.",Understanding the RenderThread,Articles & Tutorials,medium.com,205,https://medium.com/@workingkills/understanding-the-renderthread-4dc17bcaf979#.jvmnrn5ut
Colt McAnlis describes the why and how of vector images in Android.,How VectorDrawable works,Articles & Tutorials,medium.com,205,https://medium.com/@duhroach/how-vectordrawable-works-fed96e110e35#.63kk378le
"The primary mode that users will be interacting with multi-window is through split-screen mode, which is available on both handheld devices and larger tablets. Ian Lake describes how to do this for your app.",Designing for Multi-Window,Articles & Tutorials,android-developers.blogspot.com,205,http://android-developers.blogspot.com/2016/05/designing-for-multi-window.html
"In this new Android Development Patterns post, Ian Lake describes how your app can make proper use of tasks and the back stack that's part of Android.",Tasks and the Back Stack,Articles & Tutorials,medium.com,205,https://medium.com/google-developers/tasks-and-the-back-stack-dbb7c3b0f6d4#.38lo2zsky
In this post by the PSPDFKit guys you'll learn how to tame the soft keyboard for best UX results.,Keyboard Handling on Android,Articles & Tutorials,pspdfkit.com,205,https://pspdfkit.com/blog/2016/keyboard-handling-on-android/
In this multipart series by Mark Allison you'll learn how to use the new Flexboxlayout.,Flexboxlayout Part 1,Articles & Tutorials,blog.stylingandroid.com,205,https://blog.stylingandroid.com/flexboxlayout-part-1/
In this post by the Big Nerd Ranch guys you'll learn about the different mechanism to put workload in the background.,Choosing the Right Background Scheduler in Android,Articles & Tutorials,www.bignerdranch.com,205,https://www.bignerdranch.com/blog/choosing-the-right-background-scheduler-in-android/
Nice post by the Yelp team about some strategies to minimize your app images.,Yelp Android App Went On A Diet,Articles & Tutorials,engineeringblog.yelp.com,205,http://engineeringblog.yelp.com/2016/05/yelp-android-app-went-on-a-diet.html
In this post Sebastian Deutsch rants about the current state of Android Development. He has some interesting advices for open source maintainers and also Google.,"The Good, the Bad, and the Ugly",Articles & Tutorials,medium.com,205,https://medium.com/@sippndipp/android-development-the-good-the-bad-and-the-ugly-bd1700ea56da#.enxmf2871
"Android developers, it's time to boost your productivity! Greenhouse is a cloud-based continuous integration service that builds, tests and distributes your apps for every commit without any complicated configuration or setup. We help you build higher quality apps that are delivered to end-users faster.",Hassle-free Continuous Integration for Mobile Apps,Sponsored,greenhouseci.com,205,http://greenhouseci.com/?utm_source=androidweekly
"Hired lets you sit back while job offers come to you. When you complete your profile, instantly apply to 3,500+ companies on the platform who will contact you with job offers, including salary and equity up-front. Try it today.",The Easiest Way to Find a Job,Sponsored,hired.com,205,https://hired.com/?utm_source=newsletter&utm_medium=androidweekly&utm_term=cat-tech-android&utm_campaign=q2-16&utm_location=us&utm_content=easiest
Here’s is a quick workaround using the native Mac OS color picker in Sketch 3 to use the Material Design palette.,Import the Material Design color palette into Sketch 3,Design,medium.com,205,https://medium.com/@san_toki/import-the-material-design-color-palette-into-sketch-3-e31caf2f6a12#.6y4llz9mr
Yelp connects consumers with great local businesses all across the world. We’re looking for Android developers of all levels who love creating delightful user experiences for millions of people and thrive in taking ownership of the product they work on.,Android Engineer,Jobs,"San Francisco, CA",205,https://jobs.lever.co/yelp/46136fee-03e6-4766-b6ad-a8b87c0bf9cd?lever-source=Android_Weekly_Newsletter
RxAssertions is a simple idea for better RxJava assertions,RxAssertions,Libraries & Code,github.com,205,https://github.com/ubiratansoares/rxassertions
Cut the hassle when implementing in-app purchases on Android. Reactive Billing is a lightweight reactive wrapper around In App Billing API v3 for Android.,Reactive Billing,Libraries & Code,github.com,205,https://github.com/lukaspili/Reactive-Billing
"Image Cropping Library for Android, optimized for Camera / Gallery. Be sure to checkout the sample application to see it in action.",Android Image Cropper,Libraries & Code,github.com,205,https://github.com/ArthurHub/Android-Image-Cropper
A nice swipe layout that provides new actions with a material design look and feel.,Swipe Action Layout,Libraries & Code,github.com,205,https://github.com/prolificinteractive/swipe-action-layout
"Some improvements in the new release, including: size of the standard library has been reduced by ~1500 methods, and better support for Android Lint checks.",Kotlin 1.0.2 is Here,News,blog.jetbrains.com,205,http://blog.jetbrains.com/kotlin/2016/05/kotlin-1-0-2-is-here/
Google released the Android Studio 2.1.1 update. The incremental update addresses two security vulnerabilities in the underlying IntelliJ platform that affects all previous versions of Android Studio,Please update to Android Studio v2.1.1,News,plus.google.com,205,https://plus.google.com/+AndroidDevelopers/posts/Rfn97GpM8hN
"Android Support Library, revision 23.4.0 has been released.",Support Library 23.4.0,News,developer.android.com,205,http://developer.android.com/tools/support-library/index.html#revisions
"Concurrent documents gives users the ability to multi-task within your app, switching between independent parts of your app using the Overview screen (formerly Recents) or, with the help of Android N’s split-screen mode, even showing them side by side.",Multiple Tasks with Concurrent Documents,Videos & Podcasts,www.youtube.com,205,https://www.youtube.com/watch?v=4Y3JMvbcxQE&feature=youtu.be
