description,title,section,site,issue_num,link
"David Gonzalez has published as open source a new Hacker News client that showcases Material Design, RxJava and Firebase.",Yahnac: RxJava Meets Firebase & Content Providers,Articles & Tutorials,www.malmstein.com,146,http://www.malmstein.com/blog/2015/03/28/introducing-yahnac-where-rxjava-meets-content-providers/
This article shares some best practices on using the OpenGL Shading Language (GLSL) that can optimize the performance of your game and simplify your workflow.,Game Performance: Layout Qualifiers,Articles & Tutorials,android-developers.blogspot.com,146,http://android-developers.blogspot.com/2015/03/today-we-want-to-share-some-best.html
"Recently, Facebook released a tool called Stetho, which let’s you inspect your Android app from the Chrome Developer tools. This short article shows how to enable it for debug builds.",Stetho for Android debug builds only,Articles & Tutorials,littlerobots.nl,146,http://littlerobots.nl/blog/stetho-for-android-debug-builds-only/
"In this article Mark Allison looks at how to roll your own Span implementations, and see how easy it can be to utilise these custom Spans.",Custom Color Spans,Articles & Tutorials,blog.stylingandroid.com,146,https://blog.stylingandroid.com/custom-colour-spans/
"In this tutorial, you will learn how to use the JobScheduler API available in Android Lollipop. The JobScheduler API allows developers to create jobs that execute in the background when certain conditions are met.",Using the JobScheduler API on Android Lollipop,Articles & Tutorials,code.tutsplus.com,146,http://code.tutsplus.com/tutorials/using-the-jobscheduler-api-on-android-lollipop--cms-23562
"Analytics, in the general sense of collecting data on usage and errors, can help you understand both the pain points and the users of your app, allowing you to focus on removing roadblocks and serving your users’ needs better.",The analytics checklist: what to measure and look for,Articles & Tutorials,cogitas.net,146,http://cogitas.net/blog/2015/03/27/the-analytics-checklist-what-to-measure-and-look-for/
This article presents another view of what Model (in Model-View-Presenter or Model-View-Controller patterns) should be.,M — Model from MVC/MVP in Android,Articles & Tutorials,medium.com,146,https://medium.com/@artem_zin/m-model-from-mvc-mvp-in-android-flow-and-mortar-bd1e50c45395
"In this second article, Andrei Catinean shows how one can add a settings panel for a watchface in an Android Wear mobile application.",Create a watch face with Android Wear API - Part 2,Articles & Tutorials,catinean.com,146,http://catinean.com/2015/03/28/creating-a-watch-face-with-android-wear-api-part-2/
Romain Guy follows up with more deep insight into optimizing for Android's UI rendering.,Android Performance Case Study Follow-up,Articles & Tutorials,www.curious-creature.com,146,http://www.curious-creature.com/2015/03/25/android-performance-case-study-follow-up/
Christopher Orr quietly released this Jenkins plugin last year that takes advantage of the Play store APIs for publishing apps.,Google Play Android Publisher Plugin for Jenkins,Articles & Tutorials,wiki.jenkins-ci.org,146,https://wiki.jenkins-ci.org/display/JENKINS/Google+Play+Android+Publisher+Plugin
Discover FREE app testing services available to test your apps created for Intel-based Android devices. Help your app perform its best. Click for details.,Free App Testing + Optimization for Android,Sponsored,software.intel.com,146,https://software.intel.com/en-us/android/app-testing?utm_source=Android+Weekly&utm_medium=Banner+Ad&utm_campaign=Android+ASMO+Q2-15+Android+Weekly&utm_content=General+Developers+sponsored+post
"This article goes over some basic tenets that make up the foundation of good design, drawing examples from the author's experience as a mobile UX Designer.",A Beginner's Guide to Great Visual Design,Design,www.willowtreeapps.com,146,http://www.willowtreeapps.com/blog/a-beginners-guide-to-great-visual-design-of-mobile-apps/
"Treehouse is an educational technology company. As a teacher at Treehouse, you’ll join our amazing teaching team to create world class video-based learning material for students around the world.",Android Teacher,Jobs,Anywhere in the US,146,https://teamtreehouse.com/jobs/at-treehouse-ebed6e78-fc74-40f2-aad2-aee0fb682613
"Mind Candy is looking for an exceptional Android Engineer to join the team building PopJam, the world's most exciting kids social networking app ever! You will lead the Android team, working closely with designers and senior management to create an amazing social creation app for kids!",Senior Android Engineer - PopJam,Jobs,"London, UK",146,https://hire.jobvite.com/j?cj=obFI0fwi&s=Android_Weekly
"If developing is your passion and you are all about technological progress, we should meet. Be part of our exceptional team based in Düsseldorf, Germany! We offer you the opportunity to engage in exciting tasks, learn something new every day and just be exceptional.",Junior Android-Developer (m/w),Jobs,"Düsseldorf, Germany",146,http://www.appcom-interactive.de/karriere/
"Storehouse is looking for a sharp, creative engineer to pioneer our Android efforts. You will lay the foundation for the project and decide how our app works in fundamental ways. Our team is small and you’ll play a key role in shaping our company, our product, and our culture.",Android Engineer - Storehouse,Jobs,"San Francisco, CA",146,https://www.storehouse.co/jobs/android-developer
The purpose of the project is to show a complex (at least in architecture) project entirely written using Kotlin,Bandhook-Kotlin,Libraries & Code,github.com,146,https://github.com/antoniolg/Bandhook-Kotlin
AirMapView is a view abstraction that enables interactive maps for devices with and without Google Play Services. It is built to support multiple native map providers including Google Maps V2 and soon Amazon Maps V2.,AirMapView,Libraries & Code,github.com,146,https://github.com/airbnb/AirMapView
What happens when your app runs out of memory due to many large bitmaps? It crashes. Facebook set out to solve this by creating a library we're calling Fresco — it manages images and the memory they use. Crashes begone.,Introducing Fresco: A new image library for Android,Libraries & Code,code.facebook.com,146,https://code.facebook.com/posts/366199913563917/introducing-fresco-a-new-image-library-for-android/
InteliJ IDEA/Android Studio themes and fonts.,Color Themes & Fonts,Tools,www.ideacolorthemes.org,146,http://www.ideacolorthemes.org/home/
"Joaquim Vergès rewrote Falcon Pro 3 from scratch, and shares what he learned about some of the newest libraries available on Android, rendering at 60fps, making sure people pay for your app, seeding your beta, and much more.",The Making of Falcon Pro 3 by Joaquim Vergès,Videos,realm.io,146,http://realm.io/news/joaquim-verges-making-falcon-pro-3/
