description,title,section,site,issue_num,link
In this blog post by Oleg Šelajev you'll learn about two mechanism that claim to shorten your development cycle by hot reloading your java code.,JRebel vs. Instant Run,Articles & Tutorials,medium.com,204,https://medium.com/@shelajev/looking-at-jrebel-for-android-and-instant-run-how-to-update-code-and-resources-in-android-89b5fc69a98a#.yaw9lx20y
"Annyce Davis has been digging deep into RxJava, especially as it's used in Android applications. Here she shares some of the resources she's found to help others in their reactive journeys.",Learning RxJava for Android Devs,Articles & Tutorials,www.adavis.info,204,http://www.adavis.info/2015/12/learning-rxjava-for-android-devs.html
Reto Meier explains how Instant Run works in Android Studio.,Instant Run: How Does it Work?,Articles & Tutorials,medium.com,204,https://medium.com/google-developers/instant-run-how-does-it-work-294a1633367f#.qw7xnzrpm
The purpose of the article is to demonstrate a method on how to extend the capabilities of the Google Maps API on Android devices and allow apps to render a few tens to a hundred thousand markers (with limitations on the marker variety).,More Than a Lot of Google Maps Markers,Articles & Tutorials,leaks.wanari.com,204,http://leaks.wanari.com/2016/05/05/rendering-markers-for-android/
"In this post by Joe Birch you'll learn how he built Bourbon, a Dribbble client for several Android targets. He show his architectural approach and explains some of his design decisions.","Bourbon: Dribbble, Android, MVP and a Common-Code Module",Articles & Tutorials,medium.com,204,https://medium.com/exploring-android/introducing-bourbon-dribbble-android-mvp-and-a-common-code-module-1d332a4028b5#.4qh3l1fkd
"In this article, Paul Trebilcox-Ruiz teaches about some of the more commonly used View components available for displaying content and you are introduced to how they are used.",Android From Scratch: Understanding Views And View Groups,Articles & Tutorials,code.tutsplus.com,204,http://code.tutsplus.com/tutorials/android-from-scratch-understanding-views-and-view-groups--cms-26043
"In this blog post, Paul Blundell discusses class naming using Model View Presenter as the example and show you one change you can do to make your code cleaner and more readable.",Naming conventions for MVP classes,Articles & Tutorials,www.novoda.com,204,https://www.novoda.com/blog/better-class-naming/
The Android security team has been hard at work building new tools to help developers protect user data in transit.,Secure those bits!,Articles & Tutorials,plus.google.com,204,https://plus.google.com/+JeffSharkey/posts/ZLFTiXkcLZS
"Slides for Droidcon Zagreb 2016 ""MVVM and RxJava – the perfect mix"" talk",MVVM and RxJava – the perfect mix,Articles & Tutorials,www.slideshare.net,204,http://www.slideshare.net/FlorinaMuntenescu/mvvm-and-rxjava-the-perfect-mix-61526418
"The wear app persists data locally using the DataApi with some built in data integrity protection. So now that the data is stored locally, how do we trigger the UI update? Mark Allison shows us how.",Something O’Clock – Part 6,Articles & Tutorials,blog.stylingandroid.com,204,https://blog.stylingandroid.com/something-oclock-part-6/
"Roberto Orgiu has been doing a lot of studying of the Zero Configuration Protocol and its implementations on Android. There's more than one way to do the same thing, with ups and downs.","Bonjour Android, it’s Zeroconf",Articles & Tutorials,medium.com,204,https://medium.com/@_tiwiz/bonjour-android-its-zeroconf-8e3d3fde760e#.exkmi2t4p
"Buddybuild is a mobile continuous integration and deployment platform that takes minutes to set-up. Our SDK makes it super easy to get feedback and crash reports from users in real-time. Stop cobbling together and maintaining disparate build, deployment, crash reporting and feedback systems. Focus on what you do best: creating apps people love!",Buddybuild: continuous integration & delivery made easy!,Sponsored,buddybuild.com,204,https://buddybuild.com/?ref=androidweekly0508
"On Hired, Android engineers typically get 5+ job offers in 1 week. Find that new opportunity you've been craving and get access to 3,500+ companies instantly.",Work on a Better Stack!,Sponsored,hired.com,204,https://hired.com/?utm_source=newsletter&utm_medium=androidweekly&utm_term=cat-tech-android&utm_campaign=q2-16&utm_location=us&utm_content=betterstack
"In this series of articles, John Carpenter introduces programmers to UX principles that all of us should know about.",The absolute minimum Android developers need to know about UX — Part 1,Design,medium.com,204,https://medium.com/@johncarpenter/the-absolute-minimum-android-developers-need-to-know-about-ux-part-1-of-5-cab50bbcf787#.dtvzn1i8y
