description,title,section,site,issue_num,link
Several useful pro tips for using Android Studio.,How To Use Android Studio Like a Pro!,Articles & Tutorials,stanfy.com,210,https://stanfy.com/blog/use-android-studio-like-a-pro/
"Reactive Programming is interesting (again) and there is a lot of noise about it at the moment, not all of which is very easy to understand for an outsider and simple Java developer. This article (the first in a series) might help to clarify your understanding of what the fuss is about.",Notes on Reactive Programming Part I: The Reactive Landscape,Articles & Tutorials,spring.io,210,https://spring.io/blog/2016/06/07/notes-on-reactive-programming-part-i-the-reactive-landscape
"This article continues the series on Reactive Programming, and concentrates on explaining some concepts through actual code samples.",Notes on Reactive Programming Part II: Writing Some Code,Articles & Tutorials,spring.io,210,https://spring.io/blog/2016/06/13/notes-on-reactive-programming-part-ii-writing-some-code
"An immutable class is just a simple class whose instances cannot be modified. Alexandru Simonescu shows why you would use them, and a couple different libraries that make it easier.",Clean Java immutability,Articles & Tutorials,blog.alexsimo.com,210,http://blog.alexsimo.com/clean-java-immutability/
This post is a part of series of posts showing Dependency Injection with Dagger 2 framework in Android. This one takes a look at Multibinding and Autofactory and implements ViewHolder pattern with Dagger 2.,Inject everything — ViewHolder and Dagger 2,Articles & Tutorials,medium.com,210,https://medium.com/@froger_mcs/inject-everything-viewholder-and-dagger-2-e1551a76a908#.itgywmvbk
Now that you’ve learned the basic concepts of ConstraintLayout let’s turn attention to the visual editor to see how we can create constraints.,ConstraintLayout – Part 3,Articles & Tutorials,blog.stylingandroid.com,210,https://blog.stylingandroid.com/constraintlayout-part-3/
Slides from Jeroen Mols' talk at Droidcon Berlin 2016,Testing made sweet with a Mockito,Articles & Tutorials,speakerdeck.com,210,https://speakerdeck.com/jeroenmols/testing-made-sweet-with-a-mockito
Mark Murphy takes a closer look at the changes in N Developer Preview 4,Random Musings on the N Developer Preview 4,Articles & Tutorials,commonsware.com,210,https://commonsware.com/blog/2016/06/16/random-musings-n-developer-preview-4.html
Jeroen Mols recaps his experience at Droidcon Berlin.,Droidcon Berlin recap,Articles & Tutorials,jeroenmols.com,210,http://jeroenmols.com/blog/2016/06/18/droidconde/
Philippe Breault shows how to implement the missing Application onStart() and onStop().,"No, You Can Not Override the Home Button... But You Don't Have To!",Articles & Tutorials,www.developerphil.com,210,http://www.developerphil.com/no-you-can-not-override-the-home-button-but-you-dont-have-to/
