description,title,section,site,issue_num,link
Mark Allison shows how easy Android O makes using custom fonts in your apps. There's also a chance for a backport in the support libraries.,Android O: Fonts – Part 1,Articles & Tutorials,blog.stylingandroid.com,253,https://blog.stylingandroid.com/android-o-fonts/
Ataul Munim shows how and why you should use Espresso to test your custom Views on an Android device.,Testing Views in Isolation with Espresso on Android,Articles & Tutorials,www.novoda.com,253,https://www.novoda.com/blog/testing-views-in-isolation-with-espresso/
The Philosophical Hacker shows how our tests can tell us that code within Activitys have tight coupling and how test driving the functionality leads to a design that has looser coupling.,Test Driving away Coupling in Activities,Articles & Tutorials,www.philosophicalhacker.com,253,https://www.philosophicalhacker.com/post/test-driving-away-coupling-in-activities/
In this post by Jason Feinstein you'll learn how to optimise performance for sqlite insertions.,Squeezing Performance from SQLite,Articles & Tutorials,medium.com,253,https://medium.com/@JasonWyatt/squeezing-performance-from-sqlite-insertions-971aff98eef2
In this post you'll learn how to share files from a cache like Glide with other apps using the FileProvider API.,Share the Cache,Articles & Tutorials,emuneee.com,253,http://emuneee.com/blog/2017/04/12/share-the-cache
"After attending Droidcon Boston, Brandi Shailer realized that whatever your challenge, the answer is… it’s all about community.",What I Learned at This Week's Tech Conference,Articles & Tutorials,www.linkedin.com,253,https://www.linkedin.com/pulse/its-all-community-what-i-learned-weeks-tech-brandi-henson-shailer
Google's Android developer documentation now includes a guide for using the new physics-based animation system.,Physics-based Animation,Articles & Tutorials,developer.android.com,253,https://developer.android.com/guide/topics/graphics/physics-based-animation.html
"First in a two part series, this post sets the stage by describing how individual developers opt into permanent mediocrity and reap rewards for doing so.",How Developers Stop Learning: Rise of the Expert Beginner,Articles & Tutorials,www.daedtech.com,253,http://www.daedtech.com/how-developers-stop-learning-rise-of-the-expert-beginner
One of the more controversial changes in Android O — for apps with a sufficiently-high targetSdkVersion — is the effective ban on implicit broadcasts. Mark Murphy takes a deeper dive into what this means and why we are here.,Android O and the Implicit Broadcast Ban,Articles & Tutorials,commonsware.com,253,https://commonsware.com/blog/2017/04/11/android-o-implicit-broadcast-ban.html
This was the first year for the DroidCon Boston Conference. Annyce Davis shares a few highlights of the event.,DroidCon Boston 2017 Recap,Articles & Tutorials,adavis.info,253,http://adavis.info/2017/04/droidcon-boston-2017-recap.html
This post from Renato Iwashima provides an overview of how he began the journey to improve accessibility in LinkedIn’s Android apps,Creating Accessible Android Products at LinkedIn,Articles & Tutorials,engineering.linkedin.com,253,https://engineering.linkedin.com/blog/2017/04/creating-accessible-android-products-at-linkedin
Erik Hellman shares how to use RxJava to execute DiffUtil calculations on a background thread.,A nice combination of RxJava and DiffUtil,Articles & Tutorials,android.jlelse.eu,253,https://android.jlelse.eu/a-nice-combination-of-rxjava-and-diffutil-fe3807186012
Hazem Saleh shares some tips & tricks to move your Mockito 1.x tests to the newer 2.x release.,Mockito 2.x over PowerMock Migration Tips and Tricks,Articles & Tutorials,www.linkedin.com,253,https://www.linkedin.com/pulse/mockito-2x-over-powermock-migration-tips-tricks-top-ten-hazem-saleh
In this blogpost you'll learn how to show details layout with shared element transitions using the scene framework.,Shared Element Transition with RecyclerView and Scenes - Part 4,Articles & Tutorials,www.thedroidsonroids.com,253,https://www.thedroidsonroids.com/blog/workcation-app-part-4-shared-element-transition-recyclerview-scenes/
"Building native Android and iOS mobile apps has never been easier with NativeScript and Angular. Create fast and attractive cross-platform apps using a single code set composed of web technologies such as JavaScript and CSS on an Angular base. Sign up for a free video course until April 30, 2017.",Build Mobile Apps with NativeScript & Angular,Sponsored,www.telerik.com,253,http://www.telerik.com/campaigns/building-a-mobile-application-with-nativescript-and-angular?utm_medium=cpm&utm_source=androidweekly&utm_campaign=nativescript-video-nsangularcourse
"Special offer for Android Weekly readers: save $177 with coupon ""DEV238"". With Zendesk's Mobile SDK, you can join Rovio Games and Swiftkey in bringing rich, native, in-app support to your app quickly and easily. Try it out today.",Deliver in-app customer service with Zendesk,Sponsored,www.zendesk.com,253,https://www.zendesk.com/in-app-customer-service/?utm_medium=email&utm_source=Android_Weekly_Issue_238&utm_campaign=Android%2BWeekly
"Cloud-based CI/CD platform for small teams and enterprises that value comprehensive options to build, test and deploy mobile apps. Specify test targets, parameters and devices for every instrumentation test and deploy straight to Google Play. Trusted by Toyota & Sainsbury's. Get started for free.",Nevercode - Continuous Integration for Android Pros,Sponsored,nevercode.io,253,https://nevercode.io/?utm_source=android-weekly&utm_medium=email&utm_campaign=android-weekly-253
Are you an awesome Android Developer?  Do you want to work on products that are seen by tens of millions of users?  Are you passionate about clean code? Tinder is hiring talented Senior Android Engineers that will be instrumental in taking our product to the next level! Apply below,Senior Android Engineer @ Tinder,Jobs,Los Angeles OR Palo Alto,253,https://www.gotinder.com/jobs?gh_jid=264208
