description,title,section,site,issue_num,link
Google has produced Material wear design guidelines for the upcoming Wear 2.0.,Material Design for Wearables,Articles & Tutorials,www.google.com,206,http://www.google.com/design/spec-wear/material-design-for-wearables/introduction.html
In this article Mark Allison looks at the layout attributes which can be applied to child Views to control how they are positioned within the parent FlexboxLayout.,FlexboxLayout – Part 2,Articles & Tutorials,blog.stylingandroid.com,206,https://blog.stylingandroid.com/flexboxlayout-part2/
"Android Wear 2.0 updates the visual style and interaction paradigm of notifications as well as introduces expanded notifications, which provide substantial additional content and actions in an app-like experience.",Notification Changes in Android Wear 2.0,Articles & Tutorials,developer.android.com,206,https://developer.android.com/wear/preview/features/notifications.html
"With just a few lines of code, you can enable quick and seamless checkout to help increase purchase conversions and ongoing engagement.",Enhancing Android Pay APIs,Articles & Tutorials,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/enhancing-android-pay-apis.html
"The Awareness API unifies 7 location and context signals in a single API, enabling you to create powerful context-based features with minimal impact on system resources. ",Google Awareness API,Articles & Tutorials,developers.google.com,206,https://developers.google.com/awareness/
"Gabriele Mariotti takes a quick look at how easy it is to integrate Firebase crash reporting, and what the reports look like.",The new Firebase Crash Reporting,Articles & Tutorials,medium.com,206,https://medium.com/@gabri.mariotti/the-new-firebase-crash-reporting-fa411c6cf05b#.kywtgyl94
Bored at work? Want to try a new stack? Find 3500+ great tech companies on Hired who will compete to hire you. Try it today.,Hired is the best place to find engineering jobs ,Sponsored,hired.com,206,https://hired.com/?utm_source=newsletter&utm_medium=androidweekly&utm_term=cat-tech-android&utm_campaign=q2-16&utm_location=us&utm_content=bestplace
Yelp connects consumers with great local businesses all across the world. We’re looking for Android developers of all levels who love creating delightful user experiences for millions of people and thrive in taking ownership of the product they work on.,Android Engineer,Jobs,"San Francisco, CA",206,https://jobs.lever.co/yelp/46136fee-03e6-4766-b6ad-a8b87c0bf9cd?lever-source=Android_Weekly_Newsletter
You're looking for Android developers for your company or project? Reach more than 41000 with a Job Posting in Android Weekly. ,Reach more than 41k Android Developers,Jobs,androidweekly.net,206,http://androidweekly.net/jobs/new
A sweeter Espresso. Never write your own IdlingResource again. Never manually turn off system animations again.,Cappuccino,Libraries & Code,github.com,206,https://github.com/metova/Cappuccino
"RxSocialConnect simplifies the process of retrieving authorizations tokens from multiple social networks to a minimalist observable call, from any Fragment or Activity.",RxSocialConnect-Android,Libraries & Code,github.com,206,https://github.com/FuckBoilerplate/RxSocialConnect-Android
Google Developer Certification is a program designed so you can show what you can do and not simply what you know. It allows you to demonstrate your proficiency and skill with typical tasks that you as a developer perform daily in your job.,Google Developer Training,News,developers.google.com,206,https://developers.google.com/training/certification/
Google launched a fully revamped Sign-In API with Google Play services 8.3 providing a much more streamlined user experience and enabling easy server authentication and authorization. ,Improving the Security and UX of your Google Sign In Implementation,News,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/improving-security-and-user-experience.html
"Google has improved the Play console with better betas, the pre-launch report, benchmarks, a new Play Console app, and more.",What’s new in Google Play,News,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/whats-new-in-google-play-at-io-2016.html
"Google announced Android Instant Apps, and it evolves Android apps to be able to run instantly, without requiring installation. With Instant Apps, a tap on a URL can open right in an Android app, even if the user doesn’t have that app installed.",Introducing Android Instant Apps,News,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/android-instant-apps-evolving-apps.html
Google announced the most significant Android Wear update since its launch two years ago: Android Wear 2.0. It will be available to users this fall. ,Android Wear 2.0 Developer Preview,News,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/android-wear-20-developer-preview.html
"The N-Release, Virtual Reality, Android Studio 2.2 and more",What’s new in Android,News,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/whats-new-in-android-n-release-virtual-reality-android-studio.html
"Google previewed Android Studio 2.2, a major update that includes a rewritten layout designer, new constraint layouts, a Firebase plugin, and much much more",Android Studio 2.2 Preview 1 Available,News,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/android-studio-22-preview-new-ui.html
Hans Dockter demoed the first milestone of writing a Gradle build script using Kotlin.,Gradle Meets Kotlin,News,blog.jetbrains.com,206,http://blog.jetbrains.com/kotlin/2016/05/gradle-meets-kotlin/
The first demo of Gradle Script Kotlin was delivered onstage at JetBrains’ Kotlin Night event in San Francisco. Here's some more information about the announcement.,Kotlin Meets Gradle,News,gradle.org,206,http://gradle.org/blog/kotlin-meets-gradle/
"Google shipped some updates to Ads, Nearby, Player Stats API and Video Recording API.",Google Play services 9.0 updates,News,android-developers.blogspot.com,206,http://android-developers.blogspot.com/2016/05/google-play-services-90-updates.html
Access your Google Play Developer Console data from your Android device. ,Google Play Developer Console App,Tools,play.google.com,206,https://play.google.com/store/apps/details?id=com.google.android.apps.playconsole
The playlist for all Google I/O 2016 presentation videos.,Google I/O 2016,Videos & Podcasts,www.youtube.com,206,https://www.youtube.com/playlist?list=PLOU2XLYxmsILe6_eGvDN3GyiodoV3qNSC
"In this mini episode, the team talks with the lovely Kelly Shushter about Internal Library Dependency Management. ",Internal Library Dependency Management,Videos & Podcasts,fragmentedpodcast.com,206,http://fragmentedpodcast.com/episodes/40/
"Want to find out how you compare to other developers in your country, based on programming language, dev tools used, or type of software? Take VisionMobile’s 15-minute Developer Tools Benchmarking survey to talk about what’s fantastic or frustrating about the tools you’re using, describe what you're building, why, and where you go to find out how.",Developer Economics Survey,Specials,vmob.me,206,http://vmob.me/DE3Q16AndroidWeekly
