description,title,section,site,issue_num,link
"Marco Uberti recently released a new Android Wear watch face on Google Play, American Sunsets, a watch face inspired by the most beautiful american cities. Here he describes how he built the watch face, including source code.",How to create a stunning Android Wear watch face ,Articles & Tutorials,marcouberti.net,175,http://marcouberti.net/2015/10/11/how-to-create-a-stunning-android-wear-watch-face-like-american-sunsets-watch-face/
Android Studio 1.4 has just added some backwards compatibility to the build tools so we can actually begin to use VectorDrawable for pre-Lollipop. In this article Mark Allison takes a look at how this works.,Vectors For All (almost) ,Articles & Tutorials,blog.stylingandroid.com,175,https://blog.stylingandroid.com/vectors-for-all-almost/
Did you know that AndroidStudio has an asset generator for stock actionbar icons?,Android Development Tidbits ,Articles & Tutorials,willowtreeapps.com,175,http://willowtreeapps.com/blog/android-development-tidbits-no-1/
Making your app suitable for vision impaired users is part of a larger topic on developing accessible apps. This articles focuses on describing approaches to make apps accessible for vision impaired users.,Designing Android Apps For Vision Impaired Users,Articles & Tutorials,novoda.com,175,http://novoda.com/blog/designing-android-apps-with-vision-impaired-users-in-mind/
The new version of the Design Support Library includes a new layout_scrollFlag inside the AppBarLayout component: SCROLL_FLAG_SNAP.,A new AppBarLayout flag,Articles & Tutorials,plus.google.com,175,https://plus.google.com/+SaulMolineroMalvido/posts/gwyBQLmtXke
"This article addresses three potential vulnerability sources : risks when we communicate with a webservice, potential leak of information when we store data on the device storage and vulnerabilities of having your application easily editable by a third party.",Develop a secured Android application,Articles & Tutorials,blog.octo.com,175,http://blog.octo.com/en/develop-secured-android-application/
"Since his last post about why he doesn’t use a pure repository pattern in Android, Christian Panadero received some feedback and wants to explain how he organizes my domain layer",Modeling my Android domain layer,Articles & Tutorials,panavtec.me,175,http://panavtec.me/modeling-my-android-domain-layer/
Dan Lew noticed some differences in EditText's layout between API 21 and API 22 devices. Here are some tips to mitigate these differences.,Beware EditText on API 21,Articles & Tutorials,blog.danlew.net,175,http://blog.danlew.net/2015/10/12/beware-edittext-on-api-21/
Improvements throughout the Android Support Library with the release of version 23.1.0! ,Android Support Library 23.1 now available,Articles & Tutorials,plus.google.com,175,https://plus.google.com/+AndroidDevelopers/posts/RZutBRWN6sH
"While Jenkins is a solid tool, it has its quirks. So when Circle CI announced Android support, the team at Infinium decided to give it a spin.",Why we ditched Jenkins for Circle CI,Articles & Tutorials,infinum.co,175,https://infinum.co/the-capsized-eight/articles/continuous-integration-on-android-why-we-ditched-jenkins-for-circle-ci?utm_content=buffer406d5&utm_medium=social&utm_source=plus.google.com&utm_campaign=buffer
If you use Android Activity Recognition check out the free PathSense SDK that is 4x as fast and more power efficient than Google's homegrown solution. A complete drop-in solution for the Google Play Services Activity Recognition. Join their beta now. ,New Activity Recognition SDK - 4x as fast/accurate,Sponsored,pathsense.com,175,https://pathsense.com/awesomeactivity/
Here are ten of the most mesmerizing Material Design animations found by the MaterialUp community.,10 Impressive Uses of Motion and Animations,Design,medium.com,175,https://medium.com/design-code-and-prototyping/10-impressive-uses-of-motion-and-animations-in-material-design-ecf8b94df02d
"Developed at Google Ventures, the design sprint is a five-day process for answering critical business questions through design, prototyping, and testing ideas with customers.",The Design Sprint,Design,www.gv.com,175,http://www.gv.com/sprint/
"Sophie Paxton writes about the tools and techniques she uses as a freelance UX designer, and, given the interest in prototyping, she's decided to write a series of short tutorials about the this aspect of her workflow.",Effective Prototyping,Design,medium.com,175,https://medium.com/@sophie_paxtonUX/effective-prototyping-ad97d2f469a0
"Want to work with cutting-edge technology and a motivated, talented team? You speak Java but are not afraid of touching C++ as well? You love reactive programming? You enjoy API design and building something that is used by millions of people? Come work with us!",Android Engineer - Build an SDK,Jobs,Anywhere,175,https://pspdfkit.com/jobs/#android
A little animation framework which could help you to show message in a nice looking way.,TextSurface,Libraries & Code,github.com,175,https://github.com/elevenetc/TextSurface
Google has released the source for the Google I/O 2015 app.,Iosched,Libraries & Code,github.com,175,https://github.com/google/iosched
A library that simplifies the use of Marshmallow's Fingerprint API (Nexus Imprint). Falls back to a simple password on older API levels.,Digitus,Libraries & Code,github.com,175,https://github.com/afollestad/digitus
"At Google I/O in May, some new and powerful tools were previewed to help you further grow your business and improve decision making based on smarter insights on Google Play. These features are now live in the Developer Console.",Universal App Campaigns and User Acquisition performance reporting,News,android-developers.blogspot.com,175,http://android-developers.blogspot.com/2015/10/google-play-developer-console.html?linkId=17941931
 Android Studio 1.5 Preview is now available in the canary channel. ,Android Studio 1.5 Preview,Tools,plus.google.com,175,https://plus.google.com/+AndroidDevelopers/posts/A4pxQnKhpxA
"The emulators for Android Wear have been updated in the AVD Manager today. They now include emulators for all devices which have public specs, so all resolutions, densities, and chin shapes are represented.",The emulators for Android Wear have been updated,Tools,plus.google.com,175,https://plus.google.com/+WaynePiekarski/posts/6gSeJ3nRSsP
"Tune in to hear about interaction design and about how the Android system UI (including the new volume slider UI in Android M) is designed and user-tested.",Android Developers Backstage: UX Rules,Videos & Podcasts,androidbackstage.blogspot.com,175,http://androidbackstage.blogspot.com/2015/10/episode-36-ux-rules.html
"Learn how to use the powerful, yet simple, Timber logging framework in your Android application.",Android Logging with Timber,Videos & Podcasts,www.youtube.com,175,https://www.youtube.com/watch?v=0BEkVaPlU9A&feature=youtu.be
"Batch, batch, batch! It’s really all you hear the networking folks ramble on about. Almost like they are trying to tell you something. Well, the truth is, they are.",Effective Network Batching,Videos & Podcasts,www.youtube.com,175,https://www.youtube.com/watch?v=Ecz5WDZoJok&feature=youtu.be
A series of video tips from Google on how to acquire & engage users to earn more on the Play store.,"Acquire, Engage & Earn",Videos & Podcasts,www.youtube.com,175,https://www.youtube.com/playlist?list=PLOU2XLYxmsILeLOEMjQVRsdISXW8_aUWY
"Android Testing Blueprint is a sample project from Google demonstrating their testing tools and frameworks. This is a walk through of the project to learn how to write plain java, integration, Espresso, and uiautomator tests, as well as how to target specific flavors, run a subset of tests, and generate code coverage reports.",Android Testing Blueprint walk-through,Videos & Podcasts,www.youtube.com,175,https://www.youtube.com/watch?v=88l7QvSlo6k
"Chiu-Ki catches up with Corey Latislaw after her Droidcon NYC keynote to chat on test-driven development, robolectric, Android Katas and other testing goodness.",Android Dialogs: Corey Latislaw,Videos & Podcasts,www.youtube.com,175,https://www.youtube.com/watch?v=3XMDoI_uKv4&feature=youtu.be
Singer and Android developer Donn Felker explores Joshua Bloch’s fourth Item: Enforce noninstantiability with a private constructor.,Effective Java for Android developers : Item 4,Videos & Podcasts,fragmentedpodcast.com,175,http://fragmentedpodcast.com/episodes/19/
"Which are the most popular cloud APIs? Does mobile, IoT or cloud development pay better? These are just some of the questions that our friends at VisionMobile tackle in their latest Developer Economics research. Take their 10-minute National Trends survey and help piece together 2015’s hottest developer trends.",Developer Economics State of the Nation report,Specials,vmob.me,175,http://vmob.me/DE1Q16AndroidWeekly
"If you're a developer who is thinking of making a great app on Android TV, now is your chance. Think about how you can bring your full app experience into the living room.",Enter Philips' Android TV competition,Specials,www.yourappontv.com,175,http://www.yourappontv.com/android-tv-challenge
Don't miss any great Android conference! Check out our conferences list.,Android Conferences List,Events,androidweekly.net,175,http://androidweekly.net/conferences
