description,title,section,site,issue_num,link
The guys at meetme have written a little blog post about scripting the Android Debug Bridge (adb). You never stop learning.,adb scripting,Articles & Tutorials,engineering.meetme.com,100,http://engineering.meetme.com/2014/04/android-debug-bridge-adb-command-scripting/
Alex Vasilkov has written a neat little blog post on how to create a paperfold animation inspired by the iOS counterpart from Facebook Paper. Be sure to checkout the github repository.,How to Make a Paper Folding Animation in Android,Articles & Tutorials,cases.azoft.com,100,http://cases.azoft.com/creating-paper-folding-animation-in-android/
"Hey Android devs: Ever wonder what a SurfaceTexture is? Find out by taking this deep dive from Andy McFadden into Android's system-level graphics architecture. Details of the low-level implementation are used to explain the implementation and behavior of UI elements such as SurfaceView and TextureView, and how these relate to Canvas and OpenGL ES.﻿",Deep dive into Android's system-level graphics architecture,Articles & Tutorials,plus.google.com,100,https://plus.google.com/+AndroidDevelopers/posts/2iETZVQwRdt
"In this article Mark Allison takes a look at connecting to a SensorTag now that, based on the previous article, we can find it.",Bluetooth LE – Part 4,Articles & Tutorials,blog.stylingandroid.com,100,http://blog.stylingandroid.com/archives/2436
Christopher Orr discovered that Android 4.4 (API level 19) added a set of not-yet-documented XML attributes to its,Efficiently filtering Android intents with android:ssp,Articles & Tutorials,chris.orr.me.uk,100,https://chris.orr.me.uk/android-ssp-data-intent-filter/
"If you’ve ever written something like the following code using LayoutInflater in your Android application:inflater.inflate(R.layout.my_layout, null);PLEASE read on, because you’re doing it wrong and Dave Smith explains why.",Layout Inflation as Intended,Articles & Tutorials,www.doubleencore.com,100,http://www.doubleencore.com/2013/05/layout-inflation-as-intended/
A Sketch Wireframe Kit for Android by Rodrigo Soares. It's nice to see that Sketch gets more adapted these days.,Android Wireframe Kit (.sketch),Design,dribbble.com,100,https://dribbble.com/shots/1077766-Android-Wireframe-Kit-sketch
"At Mirego, we create world-class mobile solutions to help industries reinvent themselves using technology. We seek passionate and authentic Android Developers who will enjoy building outstanding user experiences and products with us. Catered lunches and beer o'clock included ;)",Android Developers @ Mirego,Jobs,Montreal & Quebec City,100,http://life.mirego.com/en/available-positions
"Founded in 2009, Eventbase builds an event app platform which we use to deliver official apps for small and large events, including the Vancouver 2010 and London 2012 Olympics. We are looking for talented Android Developers with 2+ yrs of Android experience and 3+ yrs of Java to join our team.",Android Mobile Developer @ Eventbase,Jobs,"Vancouver, BC",100,http://www.eventbase.com/about/jobs/290-android-mobile-application-developer-2
"It’s not just for the DIY geeks or rich and famous any more, home control and the Internet of Things is upon us and INSTEON is at the forefront. Let’s impress the industry together. Come work with a small and efficient interdisciplinary team to bring the INSTEON experience to the world of Android!",Android Developer @ Insteon,Jobs,"Irvine, California",100,http://www.insteon.com/careers-android-developer.html
Koushik Dutta has released an update of his pretty neat asynchronous image loader. Lot's of refactoring goodness inside.,Android Asynchronous Networking and Image Loading,Libraries & Code,github.com,100,https://github.com/koush/ion
"Okio is a new library that complements java.io and java.nio to make it much easier to access, store, and process your data.",A modern I/O API for Java,Libraries & Code,github.com,100,https://github.com/square/okio
"ManuelPeinado has released an update of ImageLayout. ImageLayout is a layout that arranges its children in relation to a background image. The layout of each child is specified in image coordinates, and the conversion to screen coordinates is performed automatically. The background image is adjusted so that it fills the available space.",ImageLayout,Libraries & Code,github.com,100,https://github.com/ManuelPeinado/ImageLayout
Android widgets to implement folding animation.,FoldableLayout,Libraries & Code,github.com,100,https://github.com/alexvasilkov/FoldableLayout
"Karim Yaghmour introduces Process Explorer for Android, a web-based process & logcat viewer for Android. All Apache-licensed.",Process Explorer for Android,Tools,plus.google.com,100,https://plus.google.com/+KarimYaghmour/posts/AiRhy3NuuYi
"Do you want to check that your app looks great across various screen sizes? In the visual layout editor in Android Studio, you can simultaneously preview how your layout will look across different device screen sizes.",Protip: Multi-device previews in Android Studio,Tools,plus.google.com,100,https://plus.google.com/+AndroidDevelopers/posts/FJv7Pym2HtZ
Lessons learned from having two apps in the top free category for over three years.,Donn Felker - Android From The Trenches,Videos,vimeo.com,100,http://vimeo.com/92773940
"Wow, this is our 100th issue! As we started with Android Weekly in 2011 we never thought that it would get this big. And we're still growing. That's only possible because of you, our lovely subscribers. Thank you :)",Thank You!,Specials,androidweekly.net,100,http://androidweekly.net
