description,title,section,site,issue_num,link
Joe Birch takes a deep dive into ‘Buy with Android Pay’ to discover exactly what we could do with it.,Exploring Buy with Android Pay ,Articles & Tutorials,labs.ribot.co.uk,209,https://labs.ribot.co.uk/exploring-buy-with-android-pay-4c8822c86133#.u1virfa0d
Saúl Molinero shares some tips and tricks for using IntelliJ and Android Studio.,The powerful Android Studio  ,Articles & Tutorials,saulmm.github.io,209,http://saulmm.github.io/the-powerful-android-studio
You probably know that Google's Material Design spec specifies to make your Navigation Drawer span the full height of the screen. Yet many apps fail to do this when their navigation drawer is opened.,Make that drawer visible under your status bar ,Articles & Tutorials,matthewwear.xyz,209,http://matthewwear.xyz/no-excuses-it-takes-5-mins-make-that-drawer-visible-under-your-status-bar-2/
"To provide a better user experience, notifications on Android N have received a visual refresh, improved support for custom views, and expanded functionality in the forms of Direct Reply, a new MessagingStyle, and bundled notifications.",Notifications in Android N ,Articles & Tutorials,android-developers.blogspot.com,209,http://android-developers.blogspot.com/2016/06/notifications-in-android-n.html
Jeroen Mols shows how you can visualize your current method count and understand what libraries are eating up the largest part of that. Next it's time to reduce said method count and remove that nasty multidex solution once and for all.,Efficiently reducing your method count,Articles & Tutorials,jeroenmols.com,209,http://jeroenmols.com/blog/2016/05/06/methodcount/
At Google IO 2016 Google announced a new Android layout named ConstraintLayout.  In this series of articles Mark Allison takes a look at this new layout-kid on the block and try and get some insights in how best to use it.,ConstraintLayout – Part 1 ,Articles & Tutorials,blog.stylingandroid.com,209,https://blog.stylingandroid.com/constraintlayout-part-1/
"Mark continues his look at ConstraintLayout, and justifies the reason for yet another layout container.",ConstraintLayout – Part 2 ,Articles & Tutorials,blog.stylingandroid.com,209,https://blog.stylingandroid.com/constraintlayout-part-2/
"While the author was looking at Google's code lab on testing, he stumbled upon something disturbing within. You won't believe what happens next.",PSA: Dont Use Espresso Idling Resources like Google does,Articles & Tutorials,www.philosophicalhacker.com,209,http://www.philosophicalhacker.com/post/psa-dont-use-esprsso-idling-resources-like-this/
"In this post, Rebecca Franks looks at creating a set of file templates that can achieve similar results to the default ones in Android Studio.",How to create a group of File Templates in Android Studio - Part 3,Articles & Tutorials,riggaroo.co.za,209,https://riggaroo.co.za/custom-file-template-group-android-studiointellij/
"If your Android app derives keys using the SHA1PRNG algorithm from the Crypto provider, you must start using a real key derivation function and possibly re-encrypt your data.","Security ""Crypto"" provider deprecated in Android N",Articles & Tutorials,android-developers.blogspot.com,209,http://android-developers.blogspot.com/2016/06/security-crypto-provider-deprecated-in.html
