description,title,section,site,issue_num,link
In this post by Razvan Ltu you will learn some insights about building a driving assistance app. The app makes a lot of use of the NDK and the OpenCV platform.,Developing a driver assistance system,Articles & Tutorials,medium.com,116,https://medium.com/@Razvan/developing-driver-assistance-systems-using-android-powered-devices-bf5390c939b6
"On using JaCoCo code coverage reporting framework, which integrates quite nicely with Gradle and Robolectric.",Code coverage reports using Robolectric and Android,Articles & Tutorials,raptordigital.blogspot.com,116,http://raptordigital.blogspot.com/2014/08/code-coverage-reports-using-robolectric.html
Wolfram Rittmeyer shows how to handle showing selection in the new RecyclerView control.,Selecting Items of a RecyclerView using StateListDrawables,Articles & Tutorials,www.grokkingandroid.com,116,http://www.grokkingandroid.com/statelistdrawables-for-recyclerview-selection/
"With the introduction of Android L, developers now have an easy way to change the color of drawables to match the theme of their app. Despite this, many developers will need to support earlier Android versions in their apps, so this article shows a technique for changing drawable asset colors using Picasso for both local and remote assets.",Programmatically Coloring Drawables,Articles & Tutorials,ptrprograms.blogspot.com,116,http://ptrprograms.blogspot.com/2014/08/programmatically-coloring-drawables.html
Android Developer Advocate Roman Nurik shares his guiding philosophy on developer advocacy.,Walk then talk,Articles & Tutorials,medium.com,116,https://medium.com/@romannurik/walk-then-talk-3b935bfe5484
Colin Miller announces the release of a new local data framework for Android that he's been working on called SimpleNoSQL. It's an easy way to store and retrieve objects to/from disk without dealing with files or SQL.,SimpleNoSQL For Android Released,Articles & Tutorials,colintmiller.com,116,http://colintmiller.com/simplenosql-for-android-released/
Gabriele Mariotti shares a simple implementation of an adapter with section headers for the new RecyclerView.,SimpleSectionedRecyclerViewAdapter,Articles & Tutorials,plus.google.com,116,https://plus.google.com/+GabrieleMariotti/posts/EdkQFx1RqhE
"Tips to connect Android Wear running as an emulator to an Android Phone, also running as an emulator.",Developing for Android Wear with Emulators,Articles & Tutorials,kennethmascarenhas.wordpress.com,116,http://kennethmascarenhas.wordpress.com/2014/08/19/developing-for-android-wear-with-emulators/
An article about how the NYTimes.com technology team use Groovy and RxJava in their Android app.,Getting Groovy With Reactive Android,Articles & Tutorials,open.blogs.nytimes.com,116,http://open.blogs.nytimes.com/2014/08/18/getting-groovy-with-reactive-android/
"Push the boundaries of what mobile can do. See what’s next in mobile imaging, virtual reality gaming, and the Internet of Everything. Qualcomm Developer Network has the support and solutions to help you define the next generation of mobile experiences.",View the future in mobile and wireless trends,Sponsored,developer.qualcomm.com,116,http://developer.qualcomm.com/access-tips-tools-for-mobile-app-development?utm_source=AndroidWeekly&utm_medium=banner&utm_content=Link+85x85&utm_campaign=Phase1+20140824
Here are 5 Material design icon fonts w/ 400+ icons,Material design icon fonts,Design,plus.google.com,116,https://plus.google.com/+AleksandarTe%C5%A1i%C4%87/posts/76CMELB6iim
"Karma's vision is to make getting online seamless and headache-free by putting WiFi in the palm of your hand. We're looking for our first full-time Android engineer who will have the opportunity to own new features from day one, and build an Android experience that is second to none.",Android Engineer @ Karma,Jobs,New York City,116,https://jobs.lever.co/karma/a42b9bb2-864c-45b1-890b-64fbb64c5507
"We've created a cross-platform mobile framework, YAPL, that uses native controls. The Android implementation isn't quite up to our standards and we'd love your expertise to help it get there! With over 2M users, we're looking for an Android developer to help us scale!",Android @ Expensify,Jobs,"San Francisco, CA",116,http://we.are.expensify.com/?source=androidweekly
"Checkout is a library for Android In-App Billing (v3). The main goal is to reduce work which should be done by developers who want to integrate in-app purchases in their products. The project is inspired by Volley library and is designed to be easy to use, fast and flexible.",android-checkout,Libraries & Code,github.com,116,https://github.com/serso/android-checkout
"Pixel Dungeon is an open source, traditional roguelike game with pixel-art graphics and simple interface.",pixel-dungeon,Libraries & Code,github.com,116,https://github.com/watabou/pixel-dungeon
"Arpit Mathur, author of the open source control FreeFlow, has open sourced his Dribbble artwork viewing app Artbook under the Apache 2 license.",Announcing Artbook: An Android Client for Dribbble,Libraries & Code,arpitonline.com,116,http://arpitonline.com/blog/2014/08/21/announcing-artbook-an-android-client-for-dribbble/
We've all been through the pain of ProGuard breaking your release builds and you've probably been copying your ProGuard config from one project to another carefully. Hugo Visser is releasing a simple library called Squad leader that hopefully helps a bit with this.,"Here comes the Squad leader, to help your ProGuards",Tools,plus.google.com,116,https://plus.google.com/+HugoVisser/posts/ij7Cg4HhQyx
"The Google Android Tools team just released Android Studio 0.8.7 to the canary channel. The new version contains a large number of bug fixes, along with a couple of notable new features, including a translation editor and bitmap rendering in the debugger.",Android Studio 0.8.7 Released,Tools,tools.android.com,116,http://tools.android.com/recent/androidstudio087released
Here is a script by Mike Wallace that will scan through your Android devices that are connected to ADB via a USB cable and then connect them all via ADB over Wi-Fi.,Automating ADB over Wi-Fi for multiple devices,Tools,androiddevcorner.blogspot.ca,116,http://androiddevcorner.blogspot.ca/2014/08/automating-adb-over-wi-fi-for-multiple.html
"Removes unused resources reported by Android lint including strings, colors and dimensions.",Cleaner Gradle Plugin,Tools,github.com,116,https://github.com/marcoRS/lint-cleaner-plugin
"Dagger is a very fast and simple replacement for these FactoryFactoryclasses in Java. This is the story of another small group of engineers attempting to evolve and improve DI forward yet again with Dagger: a dramatically different reimplementation using generated code.",DAGGER 2 - A New Type of dependency injection,Videos,www.youtube.com,116,https://www.youtube.com/watch?v=oK_XtfXPkqw
