description,title,section,site,issue_num,link
Mark Allison continues his series on ActionBarCompat showing how to work with ActionModes,ActionBarCompat – Part 4,Articles & Tutorials,blog.stylingandroid.com,75,http://blog.stylingandroid.com/archives/2087
"Are using fillBefore, fillAfter and fillEnabled confusing you? Check out this article, with a good explanation of how they work and interact.","Android Animations Tutorial 7: The secret of fillBefore, fillAfter and fillEnabled",Articles & Tutorials,cogitolearning.co.uk,75,http://cogitolearning.co.uk/?p=1203
An article on the official Android blog about making your app content more accessible.,Making your App Content more Accessible from Google,Articles & Tutorials,android-developers.blogspot.de,75,http://android-developers.blogspot.de/2013/10/making-your-app-content-more-accessible.html
Danny Roa has written a nice post where he explains why it's time to support only Android 4.0+ devices.,Why It’s Time To Support Only Android 4.0 and Above,Articles & Tutorials,dannyroa.com,75,http://dannyroa.com/2013/10/17/why-its-time-to-support-only-android-4-0-and-above/
The guys at the BigNerdRanch are comparing the main two image loading solutions that are out there: Volley vs. Picasso,Solving the Android image loading problem: Volley vs. Picasso,Articles & Tutorials,blog.bignerdranch.com,75,http://blog.bignerdranch.com/3177-solving-the-android-image-loading-problem-volley-vs-picasso/
So depending on your environment it's kind of a PITA to test Google Cloud Messaging on an actual device. Wouldn't it be nice if you could just test the code locally that would receive those magical GCM messages? You can and this post by Nicholas Pike explains how.,Testing Your Android GCM Broadcast Receiver without GCM Messages,Articles & Tutorials,plus.google.com,75,https://plus.google.com/108612553581259107752/posts/ERVnjUAjsbZ
Dave Smith has written a nice tutorial how to build a row of elements with a LinearLayout the right way and with a proper baseline.,Watch That Baseline Alignment,Articles & Tutorials,www.doubleencore.com,75,http://www.doubleencore.com/2013/10/shifty-baseline-alignment/
In this post by Roger Câmara you'll learn how to implement a GridView with automatically resizing images.,GridView with Auto Resized Images on Android,Articles & Tutorials,www.rogcg.com,75,http://www.rogcg.com/blog/2013/11/01/gridview-with-auto-resized-images-on-android
Antoine Merle has written a tutorial how to implement the Google Plus Profile screen. Lot of nice layouting tricks inside.,Making That Google Plus Profile Screen,Articles & Tutorials,antoine-merle.com,75,http://antoine-merle.com/blog/2013/10/04/making-that-google-plus-profile-screen/
Romain Guy describes some of the graphics-related optimizations you'll get with Android 4.4.,Android 4.4 & rendering pipeline improvements,Articles & Tutorials,plus.google.com,75,https://plus.google.com/+RomainGuy/posts/9QSTyVCSoz3
"Using Firebase's Java SDK, you can easily add real-time features to your app without worrying about networking, scaling, or writing complicated server code. Firebase's synchronization-based API is perfect for building cross-platform apps, and handles caching, reconnecting, and data merging. Get started in 2 minutes with the Quickstart Guide.",Firebase: A Real-Time Backend for Your Android App,Sponsored,www.firebase.com,75,https://www.firebase.com/docs/java-quickstart.html?utm_source=Android+Weekly+Newsletter&utm_medium=email&utm_campaign=Android+Weekly+10-25
"Work on special projects with great companies through Toptal. Set your weekly/hourly rate, and work from anywhere in the world as an Elite Python Developer. See if you have what it takes!","Freelance with Companies like Airbnb, IDEO & JPMorgan",Sponsored,launchbit.com,75,http://launchbit.com/taz/10355-5005-
Gabriele Mariotti has released version 0.7 of his Card Library. Carf Library provides an easy way to display a UI Card in your Android app.,Card Library,Libraries & Code,github.com,75,https://github.com/gabrielemariotti/cardslib
The guys at CodePath have released some nice guys how the roll the android development game.,Android Development Notes,Libraries & Code,github.com,75,https://github.com/thecodepath/android_guides
"Google has released the Nexus 5 and alongside with it the latest version of the Android operating system: Android KitKat. In this official document you'll learn about the new features like detecting low memory devices, new media capabilties or Audio Tunneling to DSP.",Android KitKat for developers,News,developer.android.com,75,http://developer.android.com/about/versions/kitkat.html
Reto Meier regales us with the latest about Android 4.4 KitKat.,DevBytes: What's New in Android 4.4,Videos,wla.tv,75,http://wla.tv/NMbG
